title,summary,free,genre,installs,ratings,price,size,contentRating,reviews,released,adSupported,sale,score,similarApps,version
English To Yoruba Dictionary,"More than 100000+ words
English to Yoruba Offline Dictionary",True,Education,"100,000+",1060.0,0.0,6.2M,Rated for 3+,572.0,"Jul 1, 2016",True,False,4.443396,"['com.hdictionary.yo', 'com.dictionary.yo', 'en.yo.bestdict', 'com.learnsolo.hausadictionaryoffline', 'com.dictionary.ha']",1.43.0
FASSARAR LITTAFIN KAWA-IDI,"Fassara Littafin Kawa:idi, Littafin Tauhidi, wato Kadaita Allah.",True,Education,"100,000+",308.0,0.0,1.2M,Rated for 3+,136.0,"May 17, 2017",,False,4.56,"['com.sadiksalihu.tsarki', 'com.sadiksalihu.sallah', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.littafinhisnulmuslim']",1.0
"Jambite: Free JAMB, Post UTME & WAEC Past Question","JAMB, Post UTME, WAEC Past questions & Online Classes - detailed solutions",True,Education,"100,000+",5406.0,0.0,10M,Rated for 3+,3442.0,"Oct 14, 2014",,False,4.340073599999999,"['com.iafsawii.flashlearners.jambcbt', 'com.scholarly.putme.oau', 'com.iafsawii.flashlearners.waec.ssce', 'com.punchlinetech.examina', 'com.myschool.cbt']",0.0.159
Testmaster UTME / JAMB Tutor,JAMB Private Tutor & CBT Practice in Your Pocket! Score High on Your UTME Exam!,True,Education,"100,000+",1276.0,0.0,18M,Rated for 3+,862.0,"Sep 25, 2018",,False,4.159091,"['com.myschool.cbt', 'com.axumtechnologies.jambite', 'com.punchlinetech.examina', 'com.scholarly.utme', 'com.iafsawii.flashlearners.jambcbt']",3.1.7
Jamb 2021 Question & Answers,"Jamb CBT 2021, Direct Entry (D.E), Post jamb practice ad other exams.",True,Books & Reference,"10,000+",162.0,0.0,4.1M,Rated for 3+,105.0,"Sep 15, 2019",True,False,3.63,"['com.axumtechnologies.jambite', 'com.scholarly.putme.nda', 'com.scholarly.putme.oau', 'com.iafsawii.flashlearners.jambcbt', 'com.scholarly.utme']",1.0
Hasbi Al-Muhaiminu,"Hasbil Muhaiminu in Arabic, Transliteration & Hausa - Shaykh Ibrahim Niass",True,Education,"10,000+",229.0,0.0,999k,Rated for 3+,115.0,"Mar 13, 2016",,False,4.8,"['com.ruhuladab', 'com.bayeniasse.diwane', 'com.newandromo.dev767957.app875452', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.tsarki']",
Mu Koyi Larabci,Larabci A Saukake,True,Education,"10,000+",60.0,0.0,11M,Rated for 3+,29.0,"Jul 22, 2019",True,False,4.65,"['com.saifmanstudio.TuranciASaukake', 'com.sadiksalihu.tsarki', 'com.sadiksalihu.littafinhisnulmuslim', 'ru.omdevelopment.ref.quranhausa.free', 'com.sadiksalihu.sallah']",2.0.1
"ILLOLIN WASA DA AL,AURA",Matsalolin Wasa Da Al'aura A Cikin Harshe Hausa,True,Education,"10,000+",91.0,0.0,3.1M,Rated for 3+,46.0,"Aug 4, 2018",True,False,4.714286,"['com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.tsarki', 'en.ha.bestdict', 'com.saifmanstudio.TuranciASaukake']",1.0
sheikh yakubu ismail mp3 part 1,Sheikh yakubu ismail kano mp3 lectures part 1 by auwal9ja,True,Education,"10,000+",169.0,0.0,42M,Rated for 3+,93.0,"Oct 2, 2017",True,False,4.62,,1.0
Diwani na Sheikh Ibrahim Inyass Warash,Wannan diwanin yanadauke da sauti na wasu sahinshi kuma rubutun warsh na hannu,True,Education,"10,000+",215.0,0.0,56M,Rated for 3+,103.0,"Apr 16, 2018",True,False,4.6,"['com.sadiksalihu.fassararlittafinahdhari', 'com.hasbi', 'com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.sadiksalihu.tsarki', 'com.sadiksalihu.littafinhisnulmuslim']",1.1.0
Abdur Razaq Yahya Haifan MP3,Tafsirin Quran mai girma daga bakin sheikh Abdur Razaq Yahaya Haifan,True,Education,"10,000+",91.0,0.0,18M,Rated for 3+,36.0,"Mar 26, 2017",True,False,4.7582417,['lecture.mufti.app.muftimenk'],2.0
Super English And Igbo Bible,Super Igbo and English NIV & KJV Bible,True,Education,"10,000+",600.0,0.0,18M,Rated for 3+,439.0,"Jan 20, 2020",True,False,4.53,"['com.felinkotech.superenglishandyorubabible', 'org.wycliffe.pcm.nigerian.pidgin.bible', 'cn.museedu.bibleyoruba', 'net.yorubabible.audiobible', 'com.catholichymnbook']",0.37
Hausa Arabic Translator,"Free translator from Hausa to Arabic, and from Arabic to Hausa",True,Education,"50,000+",117.0,0.0,21M,Rated for 3+,60.0,"Aug 28, 2017",True,False,4.67,"['land.dict.dparha1.free', 'com.sourcecodetranslator.hausaarabic', 'com.hypertonicapps.hausaenglishtranslator', 'land.dict.dpfrha1.free', 'en.ar.bestdict']",2.0.35
English Hausa Kamus Dictionary,English Hausa Dictionary with Hausa Descriptions <> Kamus na Turanci da Hausa,True,Education,"10,000+",180.0,0.0,5.3M,Rated for 3+,120.0,"Aug 7, 2018",True,False,4.61,"['en.ha.bestdict', 'com.dictionary.ha', 'com.hdictionary.ha', 'com.saifmanstudio.TuranciASaukake', 'com.sadiksalihu.fassararlittafinahdhari']",bakwai
KARIN MAGANA A HAUSA,Karin magana a hausance ko kuma da harshe hausa,True,Education,"10,000+",107.0,0.0,3.2M,Rated for 3+,42.0,"Aug 5, 2018",True,False,4.57,"['com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'en.ha.bestdict', 'com.saifmanstudio.TuranciASaukake', 'com.hasbi', 'com.sadiksalihu.tsarki']",1.0
Al-Qur'an Warsh na Sherif Bala,wannan qur'anine na warash rubutun Alhaji sherif bala,True,Education,"10,000+",345.0,0.0,55M,Rated for 3+,188.0,"May 4, 2018",True,False,4.6237626,"['com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.littafinhisnulmuslim', 'com.tafsircorancheikhbrahimniass', 'com.ruhuladab', 'com.warshquran.warsh']",1.1.0
Karin Magana 500,Karin Magana na daya daga cikin aladun malam bahaushe ta nuna salon iya magana,True,Education,"10,000+",54.0,0.0,3.7M,Rated for 3+,27.0,"Sep 21, 2019",True,False,4.6666665,"['com.aaarsoftware.fassararlittafinarbaunanawawihausa', 'com.saifmanstudio.TuranciASaukake', 'com.sadiksalihu.tsarki', 'com.hasbi', 'com.sadiksalihu.sallah']",1.0.3
Know Your Rights Nigeria,"All rights in English, Pidgin, Hausa, Igbo & Yoruba with free Legal Advisory",True,Education,"10,000+",126.0,0.0,11M,Rated for 3+,75.0,"Oct 26, 2016",True,False,4.59,"['com.hqbytes.cca', 'com.pledge51.nigerianconstitution', 'com.gidimo', 'en.yo.bestdict', 'com.hymnals.sourcecodings.cshymns']",1.3.2
English Hausa Dictionary offline,English Hausa Dictionary offline is a English Dictionary designed for Nigerian,True,Education,"10,000+",148.0,0.0,37M,Rated for 3+,57.0,"May 30, 2020",True,False,4.5961537,"['com.dictionary.ha', 'com.learnsolo.hausadictionaryoffline', 'com.hdictionary.ha', 'com.hdictionary.yo', 'com.hypertonicapps.hausaenglishtranslator']",2.4
Yoruba-English Dictionary,Learn a language with pleasure!,True,Education,"10,000+",146.0,0.0,6.5M,Rated for 3+,77.0,"Sep 26, 2015",True,False,4.46,"['en.yo.bestdict', 'com.dictionary.yo', 'com.hdictionary.yo', 'cn.museedu.bibleyoruba', 'com.dictionary.ha']",2.4.0
BVI Channel1 Radio,"Voice of Biafra  (BVI Channel 1), giving Biafra a Voice.",True,Education,"10,000+",154.0,0.0,15M,Rated for 3+,70.0,"Jul 13, 2015",,False,4.57,"['com.kakiradios.canada', 'org.hkbible.yue', 'com.magnificat.magnificat.gb', 'all.bbcradio', 'finarea.VoipYo']",1.0.2
Daystar Mobile,This is the Official Mobile app of Daystar Christian Centre.,True,Education,"10,000+",242.0,0.0,19M,Rated for 3+,112.0,"Jul 18, 2018",,False,4.57,"['apps.envision.koinonia', 'com.apostle.joshua.selman.messages', 'com.naijasermons', 'com.dailystrengthdevotional.dailystrengthapp', 'free.christianbooksdavidoyedepo']",2.1.1
Kalaman Soyayya,Kalaman Soyayya,True,Education,"10,000+",25.0,0.0,3.4M,Rated for 3+,6.0,"May 30, 2019",True,False,4.4,"['com.sadiksalihu.tsarki', 'com.sadiksalihu.sallah', 'com.sadiksalihu.fassararlittafinahdhari', 'com.saifmanstudio.TuranciASaukake', 'com.hasbi']",1.0
Hausa Bible - Littafi Mai Tsarki,FREE Hausa Bible - Littafi Mai Tsarki (Fully Offline Hausa Bible),True,Education,"10,000+",144.0,0.0,11M,Rated for 3+,60.0,"Nov 26, 2017",True,False,4.4752474,"['ru.omdevelopment.ref.quranhausa.free', 'com.ecodia.android.hymnlyrics.hymnlyricsfree_hausa', 'com.sadiksalihu.tsarki', 'com.saifmanstudio.TuranciASaukake', 'en.ha.bestdict']",11.3.01
Hanyoyin Hana Daukan Ciki,Family planning da yaran Hausa,True,Education,"10,000+",36.0,0.0,3.9M,Rated for 3+,13.0,"Nov 21, 2017",True,False,4.4166665,"['com.sadiksalihu.tsarki', 'com.sadiksalihu.sallah', 'com.sadiksalihu.fassararlittafinahdhari', 'com.ecodia.android.hymnlyrics.hymnlyricsfree_hausa']",5.1.9
JAMB Portal,Easily navigate through JAMB portal...,True,Education,"10,000+",57.0,0.0,10M,Rated for 3+,24.0,"Nov 3, 2019",True,False,3.5789473,"['com.iafsawii.flashlearners.jambcbt', 'com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.waec.ssce', 'com.scholarly.putme.oau', 'com.scholarly.putme.nda']",7.3
Yadda Ake Saduwa Da Mace Mai Ciki,Yadda Zan Sadu Da Matata Idan Tana Da Ciki,True,Education,"10,000+",37.0,0.0,3.3M,Rated for 3+,10.0,"Nov 25, 2018",True,False,4.4054055,"['com.naij.hausa', 'com.sadiksalihu.tsarki', 'ru.omdevelopment.ref.quranhausa.free', 'com.sadiksalihu.sallah', 'com.sadiksalihu.fassararlittafinahdhari']",5.2
Law Notes (Nigerian University Law) by Isochukwu,"Apt discussions on Nigerian Courses, Cases & Principles. App for Law Students",True,Education,"10,000+",99.0,0.0,31M,Rated for 3+,50.0,"Jun 21, 2017",,False,4.313131299999999,"['com.pbw.lawyerdiary', 'com.ssproductions.legallatin', 'com.ssproductions.contractlaw', 'com.cicr.ihlmobileapp', 'com.farlex.dictionary.legal']",1.18
Agriculture Engineering,A Complete Guide on Agricultural Engineering.!,True,Education,"10,000+",46.0,0.0,27M,Rated for 3+,24.0,"Apr 28, 2018",True,False,4.173913,"['com.texterity.android.MEMagazine', 'com.structural_ios', 'com.emran.shawon.myapplication', 'software.engineering.project.development.engineer.online.coding.programming.softwareengineering']",2.1
WAEC PORTAL,This app enables candidates to access their WAEC results & enroll for exams...,True,Education,"5,000+",19.0,0.0,6.7M,Rated for 3+,13.0,"Aug 21, 2019",True,False,3.8421052,"['com.iafsawii.flashlearners.waec.ssce', 'com.axumtechnologies.jambite', 'com.punchlinetech.examina', 'com.scholarly.putme.oau', 'com.scholarly.putme.nda']",7.0
Forever Living Catalogue (Products) - 2018/2019,Get Forever Living Products Catalogue | Latest Edition - 2018/2019,True,Education,"50,000+",128.0,0.0,Varies with device,Rated for 3+,46.0,"Nov 2, 2018",True,False,4.24,['com.musclehack.targetedHypertrophyTraining'],1.0
Flashlearners Jamb 2022,Score 350+ In Jamb 2022 With Flashlearners Jamb CBT App,True,Education,"50,000+",372.0,0.0,26M,Rated for 3+,244.0,"Dec 8, 2017",,False,4.01,"['com.axumtechnologies.jambite', 'com.scholarly.putme.oau', 'com.iafsawii.flashlearners.waec.ssce', 'com.punchlinetech.examina', 'com.myschool.cbt']",2021.7
Hukuncin Mai Wasa Da Sallah,Hukuncin Da Za'ayiwa Wanda Ke Wasa Da Sallau,True,Education,"10,000+",24.0,0.0,3.1M,Rated for 3+,8.0,"Nov 24, 2018",True,False,4.6666665,"['com.sadiksalihu.fassararlittafinahdhari', 'com.hasbi', 'com.sadiksalihu.tsarki', 'ru.omdevelopment.ref.quranhausa.free', 'en.ha.bestdict']",6.3
JAMB UTME 2021 FaceYourBook (Past Questions App),The FaceYourBook UTME Past Questions & Ans App is here - 2021 Edition,True,Education,"10,000+",483.0,0.0,7.5M,Rated for 3+,329.0,"Oct 17, 2018",,False,4.28,"['com.scholarly.utme', 'com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.jambcbt', 'com.punchlinetech.examina', 'com.myschool.cbt']",2.0
Igbo Bekee ọkọwa okwu,"English Igbo best dictionary, thesaurus - Bekee Igbo kasị mma akwụkwọ ọkọwa okwu",True,Education,"10,000+",156.0,0.0,3.9M,Rated for 3+,107.0,"Feb 2, 2015",True,False,4.14,,1.16
Result Checker,Result Checker,True,Education,"10,000+",82.0,0.0,5.5M,Rated for 3+,38.0,"Jan 20, 2019",True,False,4.0365853,"['hiclass.com.hiclass', 'com.gidimo', 'com.giftedhands.app', 'com.scholarly.putme.nda']",1.3
JAMB UTME CBT Practice 2020,"Practice, prepare and excel in the 2020 JAMB UTME",True,Education,"10,000+",91.0,0.0,24M,Rated for 3+,52.0,"Jan 9, 2017",,False,4.0989013,"['com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.jambcbt', 'com.scholarly.utme', 'com.scholarly.putme.oau', 'com.myschool.cbt']",2020.2
Daily words English to Hausa,Daily necessary Common words English to Hausa meaning with sound,True,Education,"10,000+",38.0,0.0,2.7M,Rated for 3+,14.0,"Feb 28, 2017",True,False,4.1578946000000006,"['com.learnsolo.hausadictionaryoffline', 'com.hypertonicapps.hausaenglishtranslator', 'all.language.translator.hub.englishtohausatranslator', 'com.dictionary.ha', 'com.learnlanguage.hausa']",1.6
JAMB AND POST UTME QUESTIONS,"Post-UTME 2020,  JAMB UTME, Direct Entry (D.E) Exam  practice and other exams",True,Education,"100,000+",870.0,0.0,2.5M,Rated for 3+,366.0,"Oct 15, 2014",True,False,3.56,"['com.scholarly.putme.oau', 'com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.jambcbt', 'com.scholarly.putme.uniport', 'com.scholarly.utme']",4.8
"RESULT CHECKER (JAMB, WAEC, NECO, NCEE and others)","Getting your JAMB, WAEC, NECO, NCEE result is just a click away with this app",True,Education,"10,000+",107.0,0.0,3.3M,Rated for 3+,71.0,"Jul 2, 2017",True,False,3.91,"['com.gidimo', 'com.scholarly.putme.uniport', 'com.scholarly.putme.nda', 'com.iafsawii.flashlearners.jambcbt', 'com.iafsawii.flashlearners.waec.ssce']",2.2
Learn Hausa Corpershun,Download this app to learn Hausa Language,True,Education,"10,000+",58.0,0.0,4.9M,Rated for 3+,30.0,"Apr 19, 2017",True,False,4.034483,"['en.yo.bestdict', 'com.pronunciatorllc.bluebird.hausa', 'com.dictionary.ha', 'com.hdictionary.yo', 'com.learnsolo.hausadictionaryoffline']",2.5
All Universities Post-U.T.M.E offline,OFFLINE Past Questions and Answer for POST-U.T.M.E,True,Education,"10,000+",482.0,0.0,14M,Rated for 3+,298.0,"May 31, 2020",True,False,3.45,"['com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.jambcbt', 'com.scholarly.putme.oau', 'com.iafsawii.flashlearners.waec.ssce', 'com.punchlinetech.examina']",8.0.0
2021 Unilag Post-UTME OFFLINE App - Face Your Book,The UNILAG Post UTME Past Ques & Ans App is here,True,Education,"10,000+",102.0,0.0,7.2M,Rated for 3+,76.0,"Aug 24, 2017",,False,3.93,"['com.axumtechnologies.jambite', 'com.scholarly.putme.oau', 'com.iafsawii.flashlearners.jambcbt', 'com.iafsawii.flashlearners.waec.ssce', 'com.scholarly.putme.nda']",3.0
E-LEARNING.NG,The Face-book for Learning,True,Education,"10,000+",179.0,0.0,52M,Rated for 3+,104.0,"Jan 14, 2018",True,False,3.7920792,"['com.iafsawii.flashlearners.waec.ssce', 'com.aurus.edugrow', 'com.axumtechnologies.jambite', 'com.scholarly.putme.oau', 'com.gh.sammie.lessonplan']",4.4
Beginner Hausa,Learn up to 12 Hausa words a day and watch your vocabulary grow.,True,Education,"10,000+",40.0,0.0,2.8M,Rated for 3+,24.0,"May 1, 2017",True,False,3.75,"['all.language.translator.hub.englishtohausatranslator', 'com.hypertonicapps.hausaenglishtranslator', 'com.pronunciatorllc.bluebird.hausa', 'land.dict.dparha1.free', 'com.learnlanguage.hausa']",1.0
COMMON ENTRANCE EXAM (NCEE),"Register, Practice, Result and Success Guide for National Common Entrance Exam",True,Education,"10,000+",119.0,0.0,3.2M,Rated for 3+,53.0,"Nov 21, 2016",True,False,3.63,"['quiz.mcqslearn.olevelbiology', 'com.varsitytutors.learningtools.organicchemistry', 'quiz.mcqslearn.alevelchemistry', 'com.imptrax.nclex_rn_exam_prep_practice_questions_free_review', 'com.nursing.midquiz']",1.5
Lesson Teacher,Personal eLearning & assessment app for Primary and Secondary school students.,True,Education,"50,000+",319.0,0.0,15M,Rated for 3+,223.0,"Sep 15, 2017",,False,3.26,"['com.gh.sammie.lessonplan', 'com.josephjawahkebbie.wasscesyllabus', 'com.aurus.edugrow', 'com.edevolearning.edevoteacher', 'com.myschool.cbt']",1.3.39
Beginner Yoruba,Learn up to 12 Yoruba words a day and watch your vocabulary grow.,True,Education,"10,000+",32.0,0.0,1.6M,Rated for 3+,20.0,"Apr 4, 2017",True,False,2.96875,"['com.dictionary.yo', 'com.pronunciatorllc.bluebird.hausa', 'en.yo.bestdict', 'all.language.translator.hub.englishtohausatranslator', 'com.pronunciatorllc.bluebird.yoruba']",1.1
ABU Zaria,"With this app, all your ABU Zaria online activities is made easy.",True,Education,"10,000+",102.0,0.0,13M,Rated for 3+,64.0,"Jan 6, 2019",True,False,4.598039,"['com.ecodia.android.hymnlyrics.hymnlyricsfree_hausa', 'com.hqbytes.eva', 'com.bangladroid.sahihbukhari', 'com.islam.asta.shamail_muhammadi', 'com.fiqhsunnaenglish.book.AOWHICBSLFCINOCL']",1.7
Amfanin Bagaruwa,Kadan Daga Cikin Amfanin Bagaruwa Ga Lafiyar Dan Adam,True,Education,"10,000+",9.0,0.0,4.1M,Rated for 3+,3.0,"Nov 25, 2018",True,False,4.5555553,['com.sadiksalihu.tsarki'],7.2
Speak Efik & Ibibio Free Version,"This app will teach you how to speak Efik & Ibibio, it's fun to play it.",True,Education,"5,000+",26.0,0.0,15M,Rated for 3+,13.0,"Nov 20, 2018",,False,4.5,"['com.hymnaryapps.melodies_of_praise', 'com.hdictionary.yo', 'com.talentbox.afcquarterly', 'com.dictionary.ig', 'all.language.translator.hub.englishtohausatranslator']",2.3.0
Bright Minds,Bright Minds is a Kidcentric App that helps prepare your kids for the future.,True,Education,"10,000+",92.0,0.0,37M,Rated for 3+,55.0,"May 31, 2020",,False,3.9673913,"['air.com.unik.phonemic', 'com.skc.classroom', 'com.lescapadou.picturespellinglite', 'uk.co.keystagefun.squeeblesTT2', 'com.lescapadou.ttsfrench']",1.0.7
Yoruba Proverbs and Meanings,Collection of Best Yoruba Proverbs with Meaning in English & Literal Translation,True,Education,"10,000+",24.0,0.0,7.8M,Rated for 3+,10.0,"Apr 18, 2020",True,False,4.2083335,"['en.yo.bestdict', 'com.mobobi.yorubaproverbs', 'cn.museedu.bibleyoruba', 'com.hdictionary.yo', 'com.dictionary.yo']",3.0
Learn Efik,"Learn to speak Efik Language, explore Efik Culture and Efik Cuisines",True,Education,"5,000+",40.0,0.0,41M,Rated for 3+,25.0,"Jun 28, 2017",True,False,4.275,"['cn.museedu.bibleyoruba', 'en.yo.bestdict', 'com.talentbox.afcquarterly', 'com.hypertonicapps.hausaenglishtranslator', 'com.dictionary.yo']",3.6.5
Nigerian Constitution,Nigerian Constitution,True,Education,"10,000+",59.0,0.0,6.6M,Rated for 3+,40.0,"Sep 9, 2019",True,False,4.338983,"['com.pledge51.nigerianconstitution', 'com.hqbytes.cca', 'com.hqbytes.eva', 'com.ebot64.igbocalendar', 'com.talentbox.afcquarterly']",1.0
MAGANIN TALAUCI- MAISHAGO ZARIA MP3,MAGANIN TALAUCI- MAISHAGO ZARIA MP3 yana aiki ba sai an kunna data ba,True,Music & Audio,"5,000+",33.0,0.0,37M,Rated for 3+,17.0,"Jun 21, 2020",True,False,4.6969695,,1.0
NPF Aptitude Test,"Nigeria Police Force, Aptitude Test , Question's and answers",True,Education,"5,000+",33.0,0.0,6.9M,Rated for 3+,16.0,"May 28, 2019",True,False,4.3333335,"['com.tudienanhngu.tudien.a.e', 'com.nikitadev.irregularverbspro', 'com.elearning.pratice', 'relaxeddd.englishnotify', 'com.beckett.becketftball']",1.6
JOTS NG - 2020 JAMB,"Jamb Road to success
Practise, Progress and Converse",True,Education,"5,000+",70.0,0.0,15M,Rated for 3+,37.0,"Feb 4, 2016",True,False,3.8857143,"['com.iafsawii.flashlearners.jambcbt', 'com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.waec.ssce', 'com.scholarly.putme.oau', 'com.scholarly.utme']",8.0
OAU Post-UTME OFFLINE App - Face Your Book,The OAU Post UTME Past Ques & Ans App is here,True,Education,"5,000+",51.0,0.0,6.9M,Rated for 3+,30.0,"Apr 16, 2018",,False,3.764706,"['com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.jambcbt', 'com.scholarly.putme.oau', 'com.iafsawii.flashlearners.waec.ssce', 'com.scholarly.putme.nda']",2.0
Edo Language Dictionary,Edo Language Dictionary with over 8000 words.,True,Education,"5,000+",76.0,0.0,4.9M,Rated for 3+,57.0,"Apr 20, 2019",True,False,3.7763157,"['com.robtheis.android.phrasebook.jb.bc', 'com.learnsolo.portuguesedictionaryoffline', 'com.learnlanguage.hausa', 'land.dict.dpfrha1.free', 'alldictdict.alldict.nlfr']",EDO-LANG-EFv4
"Kabimba - Learn Yoruba, Igbo & Hausa",Kabimba African language learning App video series and accompanying quiz packs.,True,Education,"5,000+",26.0,0.0,27M,Rated for 3+,17.0,"Apr 26, 2019",,False,3.0769231,"['com.pronunciatorllc.bluebird.hausa', 'com.robtheis.android.phrasebook.jb.bc', 'en.yo.bestdict', 'com.tecjaunt.esan', 'com.pronunciatorllc.bluebird.yoruba']",1.1.8
Rayuwa Bayan Mutuwa,Rayuwa Bayan Mutuwa a Ma'aunin Qarya da Gaskiya.,True,Education,"5,000+",21.0,0.0,7.4M,Rated for 3+,12.0,"Sep 16, 2019",True,False,4.571429,['com.sadiksalihu.fassararlittafinahdhari'],1.0
Tafseer sheik Aliyu Fantami,Wannan Tafsiran azumi ne  wanda Sheik Aliyu Isah Fantami ya gabatar.,True,Education,"1,000+",9.0,0.0,4.1M,Rated for 3+,2.0,"Aug 5, 2017",True,False,4.5555553,"['com.sadiksalihu.fassararlittafinahdhari', 'com.sadiksalihu.littafinhisnulmuslim']",1.0.0.1
NASIHA Daga Majalisin Annabi,Hira Mai Ratsa Zuciya Daga Majalisar Annabi (SAW),True,Education,"5,000+",9.0,0.0,3.2M,Rated for 3+,7.0,"Jul 6, 2019",True,False,4.888889,,1.0
Edo MEGA,The numerous achievements of the Godwin Obaseki led administration,True,Education,"1,000+",167.0,0.0,9.3M,Rated for 3+,148.0,"Jul 27, 2020",,False,4.8083334,"['com.teckelmedical.mediktor', 'com.stromer.mystromer', 'nz.govt.mfat.auhandbook', 'john.calvin.commentary', 'io.ionic.softguard']",1.0.0
Unimaid CDL,"LMS App for students of Centre for Distance Learning, UNIMAID.",True,Education,"1,000+",11.0,0.0,2.8M,Rated for 3+,4.0,"Jun 13, 2019",,False,4.6363635,"['com.bh.superflashcard.cpa.android', 'higherlearning.com', 'com.gentoolabs.elearning.testprep.cn.emt', 'com.coco.nclexrn']",2.0
Nigerian Law App,An ever-expanding collection of Nigerian laws with a law dictionary.,True,Education,"5,000+",44.0,0.0,50M,Rated for 3+,29.0,"Jun 24, 2020",True,False,4.3863635,"['com.hqbytes.cca', 'com.ssproductions.contractlaw', 'com.axumtechnologies.jambite', 'com.anhong.SkyCargoLtd', 'com.iafsawii.flashlearners.jambcbt']",2.3.0
Igbò Amáká,"Easy, fun way to interactively learn Igbo Language",True,Education,"5,000+",75.0,0.0,15M,Rated for 3+,49.0,"Aug 8, 2020",,False,4.5333333,"['air.selimhos.temel1', 'com.goethe.ja', 'com.goethe.he', 'com.metaboloid.boneup.android.ruen', 'com.spencerlearning.ultimatephonics']",1.0
IBBUL GUIDE,Ibrahim Badamasi Babangida University Guide,True,Education,"1,000+",80.0,0.0,2.4M,Rated for 3+,57.0,"Sep 30, 2017",,False,4.6,"['com.chalk.markboard', 'com.stucomm.studentapp', 'com.cerego.cerego', 'com.ccc.Limkokwing', 'com.vinster.planmark']",1.0
Islamic Fatwa,This App contains voice of Sheikh Jafar Quran Tafsir and his lectures in Hausa.,True,Education,"1,000+",21.0,0.0,3.3M,Rated for 3+,11.0,"Oct 7, 2016",,False,4.619047599999999,"['land.dict.dparha1.free', 'com.sadaqaworks.yorubaquran', 'com.the_right_way.tafsir', 'com.ibad.tafsiribnkathir', 'com.islam.asta.shamail_muhammadi']",1.0.9
OAU ePORTAL,"Obafemi Awolowo University Mobile Application (OAU ePORTAL). 

OAU MOBILE APP",True,Education,"1,000+",39.0,0.0,16M,Rated for 3+,26.0,"Mar 11, 2020",,False,4.4358974,,3.9.0.2.1
Nile Connect,Nile University of Nigeria Mobile App.,True,Education,"1,000+",50.0,0.0,Varies with device,Rated for 3+,17.0,"Feb 5, 2017",,False,4.42,"['com.linkdev.egyptair.app', 'com.mydaycloud.app.ntu', 'com.amadeus.mercimdp.wb', 'com.airlinetickets.hotels', 'com.hititcs.arikair']",Varies with device
LASU Monitor - Campus Safety App,Safety App for Lagos State University Community,True,Education,"1,000+",37.0,0.0,9.0M,Rated for 3+,25.0,"Jul 30, 2019",,False,4.432432700000001,"['com.hltcorp.sybexsecurityplus', 'com.lsatmax.exam', 'org.techsafety.safetynet', 'com.acesoft.ITCertifications.ISACA.CISA', 'com.gwhizmobile.sybexaplusdeluxe']",1.0.9
NYSC Official Mobile,NYSC Official Mobile App is a FREE application available for all users,True,Education,"50,000+",232.0,0.0,9.8M,Rated for 3+,131.0,"Jul 18, 2018",,False,3.12,"['com.bw.etaxcard.abia', 'com.cowry', 'com.talentbox.afcquarterly', 'com.pledge51.nigerianconstitution', 'com.nigeria.news']",4.0.6
Nigeria Universities,"Information about all Nigerian Universities, information and resource centre,",True,Education,"1,000+",14.0,0.0,10M,Rated for 3+,5.0,"Jul 20, 2016",True,False,4.214286,"['com.scholarly.putme.oau', 'com.axumtechnologies.jambite', 'com.iafsawii.flashlearners.waec.ssce', 'com.gidimo', 'com.josephjawahkebbie.wasscesyllabus']",1.0
"2021 SSCE, GCE & NECO CBT",Short Description: Equip yourself for SSCE pass excellently and live your dreams,True,Education,"5,000+",30.0,0.0,57M,Rated for 3+,22.0,"Oct 25, 2019",,False,4.0333333,"['com.iafsawii.flashlearners.waec.ssce', 'com.scholarly.putme.oau', 'com.axumtechnologies.jambite', 'com.scholarly.putme.nda', 'com.punchlinetech.examina']",2021.5
Fiqh Forum Nigeria Mobile App,"Pristine Islamic  Jurisprudence, using the Quran and Sunnah.",True,Education,"1,000+",14.0,0.0,1.1M,Rated for 3+,6.0,"Oct 7, 2013",True,False,4.428571,"['com.fiqhsunnaenglish.book.AOWHICBSLFCINOCL', 'com.jaynal.apps.quran', 'com.quarterpi.hadithcollectionpro', 'com.pakistantechhouse.hadithcollection', 'com.rizappsdev.sotp']",1.0
